rbh_set_name,rbh_track_id,rbh_created_date,rbh_set_number,rbh_extract_timestamp
HISTORY 2022-09-16,269,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,279,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,292,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,344,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,348,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,73,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,74,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,172,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,264,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,357,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,57,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,64,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,227,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,335,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-16,181,2022-09-16,6,2025-12-11 14:19:05
HISTORY 2022-09-30,97,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,137,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,362,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,277,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,236,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,89,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,192,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,173,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,149,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,62,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,35,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-09-30,30,2022-09-30,7,2025-12-11 14:19:05
HISTORY 2022-12-01,168,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,197,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,404,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,354,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,329,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,396,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,65,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,78,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,397,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,402,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,405,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-01,399,2022-12-01,8,2025-12-11 14:19:05
HISTORY 2022-12-04,44,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,42,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,205,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,187,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,158,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,183,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,177,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,121,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,37,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,176,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,184,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,320,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,172,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,178,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,127,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,71,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,393,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,79,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,388,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,346,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,279,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,348,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,311,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,146,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,93,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,23,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2022-12-04,130,2022-12-04,9,2025-12-11 14:19:05
HISTORY 2023-04-06,141,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,153,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,183,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,329,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,352,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,404,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,67,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,89,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,214,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,345,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,200,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,200,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,201,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,28,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,35,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,49,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,29,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,30,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-06,27,2023-04-06,10,2025-12-11 14:19:05
HISTORY 2023-04-08,337,2023-04-08,11,2025-12-11 14:19:05
HISTORY 2023-04-08,334,2023-04-08,11,2025-12-11 14:19:05
HISTORY 2023-04-08,328,2023-04-08,11,2025-12-11 14:19:05
HISTORY 2023-04-08,334,2023-04-08,11,2025-12-11 14:19:05
HISTORY 2023-04-08,45,2023-04-08,11,2025-12-11 14:19:05
HISTORY 2023-04-08,130,2023-04-08,11,2025-12-11 14:19:05
HISTORY 2023-04-08,93,2023-04-08,11,2025-12-11 14:19:05
HISTORY 2023-04-08,205,2023-04-08,11,2025-12-11 14:19:05
HISTORY 2023-04-08,364,2023-04-08,11,2025-12-11 14:19:05
HISTORY 2023-04-08,365,2023-04-08,11,2025-12-11 14:19:05
