rb_track_id,rb_track_name,rb_artists,rb_album,rb_genre,rb_file_type,rb_file_size_bytes,rb_duration_sec,rb_year_release,rb_average_bpm,rb_date_added,rb_playcount,rb_file_name,rb_tonality,rb_label,rb_extract_timestamp
139,Stranger To Stability (Len Faki's Podium Mix),Dustin Zahn,F15teen Years of Goodgreef (The Anthems Collected),Techno,MP3,21964966,549,0,125.0,2021-10-10,0,"Dustin Zahn, Len Faki - Stranger To Stability (Len Faki's Podium Mix)",8A,,2025-12-12 14:53:56
140,Reaktor,ELAX,,Tech House,MP3,16075945,401,0,124.0,2021-10-10,0,ELAX - Reaktor,8A,,2025-12-12 14:53:56
141,3AM (Original Mix),Eli Brown,3AM EP,Tech House,MP3,14949429,373,0,125.0,2021-10-10,3,Eli Brown - 3AM (Original Mix),9A,,2025-12-12 14:53:56
142,92 Thing (Original Mix),Eli Brown,,Techno,MP3,13554605,338,0,128.0,2021-10-10,2,Eli Brown - 92 Thing (Original Mix),2B,,2025-12-12 14:53:56
143,Muscle Car,Eli Brown,,Tech House,MP3,13876620,345,0,125.0,2021-10-10,3,Eli Brown - Muscle Car,4A,,2025-12-12 14:53:56
144,La Manguelena (Ft. Martina Camargo) [Original Mix],"Emanuele Esposito, Gianni Romano",,Tech House,MP3,14778690,367,0,124.0,2021-10-10,3,"Emanuele Esposito, Gianni Romano Ft. Martina Camargo - La Manguelena (Original Mix)",11B,,2025-12-12 14:53:56
145,Pump It Up (Extended Mix),Endor,Pump It Up,Tech House,MP3,14571604,362,2019,129.0,2021-10-10,1,Endor - Pump It Up (Extended Mix),10A,,2025-12-12 14:53:56
146,Astral Projection,Enrico Sangiuliano,Astral Projection - Single,Techno,MP3,19363125,484,0,125.0,2021-10-10,1,Enrico Sangiuliano - Astral Projection,1A,,2025-12-12 14:53:56
147,Blooming Era,Enrico Sangiuliano,Astral Projection - Single,Techno,MP3,17318255,432,0,126.0,2021-10-10,5,Enrico Sangiuliano - Blooming Era,4A,,2025-12-12 14:53:56
148,Moon Rocks,Enrico Sangiuliano,Moon Rocks,Techno,MP3,18144751,453,0,125.0,2021-10-10,1,Enrico Sangiuliano - Moon Rocks,2A,,2025-12-12 14:53:56
149,Symbiosis,Enrico Sangiuliano,Biomorph,Techno,MP3,21355719,533,0,129.0,2021-10-10,1,Enrico Sangiuliano - Symbiosis,1A,,2025-12-12 14:53:56
150,Paranoid (Original Mix),Eskuche,,Tech House,MP3,15185446,378,0,125.0,2021-10-10,0,Eskuche - Paranoid (Original Mix),9A,,2025-12-12 14:53:56
151,Plastic Head TV (Original Mix),Fairmont,,Melodic Techno,MP3,16386767,408,2019,123.0,2021-10-10,0,Fairmont - Plastic Head TV (Original Mix),2A,,2025-12-12 14:53:56
152,"Right Here, Right Now (CamelPhat Remix)","Fatboy Slim, CamelPhat",,Tech House,MP3,20154986,503,0,123.0,2021-10-10,0,"Fatboy Slim - Right Here, Right Now (CamelPhat Remix)",8A,,2025-12-12 14:53:56
153,Crowd Control (Original Mix),FISHER,,Tech House,MP3,14174940,354,2018,125.0,2021-10-10,2,FISHER - Crowd Control (Original Mix),11A,,2025-12-12 14:53:56
154,Freaks (Extended Mix),FISHER,,Tech House,MP3,15160345,376,2020,124.0,2021-10-10,0,FISHER - Freaks (Extended Mix),4A,,2025-12-12 14:53:56
155,Losing It (Extended),FISHER,,Tech House,MP3,16175168,400,0,125.0,2021-10-10,3,FISHER - Losing It (Extended),6A,,2025-12-12 14:53:56
156,Stop It (Original Mix),FISHER,,Tech House,MP3,15499886,387,0,124.0,2021-10-10,2,FISHER - Stop It (Original Mix),6A,,2025-12-12 14:53:56
157,Wanna Go Dancin' (Extended Mix),FISHER,,Tech House,MP3,14600592,338,0,125.0,2021-10-10,2,FISHER - Wanna Go Dancin' (Extended Mix),8A,,2025-12-12 14:53:56
158,Ya Kidding Original Mix,FISHER,Ya Kidding,Tech House,MP3,14922024,370,2017,125.0,2021-10-10,3,FISHER - Ya Kidding,1A,,2025-12-12 14:53:56
159,You Little Beauty (Extended Mix),FISHER,,Tech House,MP3,15081901,372,2019,124.0,2021-10-10,0,FISHER - You Little Beauty (Extended Mix),6B,,2025-12-12 14:53:56
160,Generate,Flash 89,Generate,Tech House,MP3,14586574,356,2017,124.0,2021-10-10,1,Flash 89 - Generate,7A,,2025-12-12 14:53:56
161,Dreams (Saintès Edit),"Fleetwood Mac, Saintès",,"Deep Tech, Minimal",WAV,112520978,390,0,129.0,2021-10-10,2,"Fleetwood Mac, Saintès - Dreams (Saintès Edit)",9A,,2025-12-12 14:53:56
162,The Scoop (Original Mix),Format-B,,Tech House,MP3,14612345,364,0,124.0,2021-10-10,1,Format-B - The Scoop (Original Mix),6A,,2025-12-12 14:53:56
163,Poncho (Original Mix),Francisco Allendes,,Tech House,MP3,17103910,427,2020,127.0,2021-10-10,2,Francisco Allendes - Poncho (Original Mix),4A,,2025-12-12 14:53:56
164,Caligula (Original Mix),"Francisco Allendes, Pablo Inzunza",,Tech House,MP3,18470825,457,2017,127.0,2021-10-10,4,Francisco Allendes Ft. Pablo Inzunza - Caligula (Original Mix),1A,,2025-12-12 14:53:56
165,Esa Nena Quiere - Original Mix,"Francisco Allendes, Aldo Cadiz",Esa Nena EP,Tech House,MP3,17575071,438,0,125.0,2021-10-10,1,"Francisco Allendes, Aldo Cadiz - Esa Nena Quiere(Original Mix)",12A,,2025-12-12 14:53:56
166,Llovizna (Original Mix),"Francisco Allendes, Felipe Venegas",,Melodic House,MP3,28268565,698,0,126.0,2021-10-10,2,"Francisco Allendes, Felipe Venegas - Llovizna (Original Mix)",11A,,2025-12-12 14:53:56
167,Acamar,Frankey & Sandrino,,Melodic House,MP3,20160537,500,0,120.0,2021-10-10,2,Frankey & Sandrino - Acamar,9A,,2025-12-12 14:53:56
168,Matchbox (Original Mix),Friend Within,,Tech House,MP3,11900741,296,2019,124.0,2021-10-10,3,Friend Within - Matchbox (Original Mix),6B,,2025-12-12 14:53:56
169,Mulhouse (Original Mix),"George Privatti, DJ Christopher",,Tech House,MP3,17922466,441,0,124.0,2021-10-10,1,"George Privatti, DJ Christopher - Mulhouse (Original Mix)",6B,,2025-12-12 14:53:56
170,El Gringo (Original Mix),"German Brigante, Cuartero",Ibiza Funkers E.P,Tech House,MP3,16801830,418,0,125.0,2021-10-10,3,"German Brigante, Cuartero - El Gringo (Original Mix)",6A,,2025-12-12 14:53:56
171,Hysteria (Original Mix),Giacomo Renzi,,Techno,MP3,16665840,415,2018,128.0,2021-10-10,0,Giacomo Renzi - Hysteria (Original Mix),12A,,2025-12-12 14:53:56
172,We Got the Power (Ft. Jehnny Beth) [Claptone Remix],"Gorillaz, Claptone",,House,MP3,14734067,364,0,122.0,2021-10-10,2,Gorillaz Ft. Jehnny Beth - We Got the Power (Claptone Remix),9A,,2025-12-12 14:53:56
173,Flash (Eats Everything Remix),"Green Velvet, Eats Everything",,Techno,MP3,16470831,410,0,128.0,2021-10-10,1,Green Velvet - Flash (Eats Everything Remix),1A,,2025-12-12 14:53:56
174,Deceiver (Extended Mix),"Green Velvet, Chris Lake",,Tech House,MP3,15723116,387,0,124.0,2021-10-10,2,"Green Velvet, Chris Lake - Deceiver (Extended Mix)",9A,Black Book Records,2025-12-12 14:53:56
175,Microwave (Original Mix),"Green Velvet, Mihalis Safras",Microwave,Tech House,MP3,15078231,370,0,125.0,2021-10-10,1,"Green Velvet, Mihalis Safras - Microwave (Original Mix)",9A,Relief,2025-12-12 14:53:56
176,Voicemail,"Green Velvet, Patrick Topping",Voicemail,Tech House,MP3,17528432,437,0,124.0,2021-10-10,4,"Green Velvet, Patrick Topping - Voicemail (Original Mix)",3A,,2025-12-12 14:53:56
177,Canoa (Original Mix),"Gregor Salto, DJ Gregory",,Tech House,MP3,19058336,546,2016,127.0,2021-10-10,3,"Gregor Salto, DJ Gregory - Canoa (Original Mix)",11A,,2025-12-12 14:53:56
178,Liquid Spirit (Claptone Remix),"Gregory Porter, Claptone",,House,MP3,15536669,383,0,121.0,2021-10-10,1,Gregory Porter - Liquid Spirit (Claptone Remix),9A,,2025-12-12 14:53:56
179,What a Bam,"Guille Placencia, George Privatti",What a Bam,Tech House,MP3,16484819,411,0,122.0,2021-10-10,1,"Guille Placencia, George Privatti - What a Bam",3A,,2025-12-12 14:53:56
180,40 Nights,Gumz,,Afro House,MP3,22529535,560,2020,123.0,2021-10-10,0,Gumz - 40 Nights,3A,,2025-12-12 14:53:56
181,What To Do (&ME Remix),Guy Gerber,,Melodic House,MP3,20273409,504,0,122.0,2021-10-10,2,Guy Gerber - What To Do (&ME Remix),5A,,2025-12-12 14:53:56
182,Doin It (Original Mix),Hector Couto,Salimo EP,Tech House,MP3,13918865,340,0,125.0,2021-10-10,1,Hector Couto - Doin It (Original Mix),12B,Sola,2025-12-12 14:53:56
183,Fat Cut (Original Mix),Hector Couto,,Tech House,MP3,14227524,355,0,126.0,2021-10-10,7,Hector Couto - Fat Cut (Original Mix),6A,,2025-12-12 14:53:56
184,Salimo (Original Mix),Hector Couto,Salimo EP,Tech House,MP3,13224008,323,0,126.0,2021-10-10,5,Hector Couto - Salimo (Original Mix),6A,Sola,2025-12-12 14:53:56
185,Shut the F. Up (Original Mix),Hector Couto,Right on Time EP,Tech House,MP3,16308635,405,0,125.0,2021-10-10,1,Hector Couto - Shut the F. Up (Original Mix),1A,,2025-12-12 14:53:56
186,"Sola por la Ciudad (Hernan Cattaneo, Soundexile Extended Mix)","Poncho, Karina Vismara, Hernan Cattaneo, Soundexile",,Progressive House,MP3,17421184,432,2020,120.0,2021-10-10,1,"Hernan Cattaneo, Soundexile - Sola por la Ciudad (Extended Mix)",11A,,2025-12-12 14:53:56
187,Evolve or Die,Hot Since 82,Evolve or Die,Techno,MP3,19554973,488,0,124.0,2021-10-10,5,Hot Since 82 - Evolve or Die,11A,,2025-12-12 14:53:56
188,Like You (Audiojack Ruff Cut),Hot Since 82,,Deep House,MP3,18117249,452,2018,123.0,2021-10-10,1,Hot Since 82 - Like You (Audiojack Ruff Cut),10A,,2025-12-12 14:53:56
189,Veins,Hot Since 82,Damage _ Veins,Tech House,MP3,17768913,443,0,124.0,2021-10-10,2,Hot Since 82 - Veins,8A,,2025-12-12 14:53:56
190,Voices,Hot Since 82,,Tech House,MP3,19409165,480,0,124.0,2021-10-10,0,Hot Since 82 - Voices,4B,,2025-12-12 14:53:56
191,Buggin' (Original Mix),Hot Since 82,,Deep House,MP3,20373706,505,0,124.0,2021-10-10,2,Hot Since 82 Ft. Jem Cooke - Buggin' (Original Mix),9A,,2025-12-12 14:53:56
192,S-Sound,"Hyperloop, Green Velvet",Mentalizm,Techno,MP3,18084128,450,0,128.0,2021-10-10,2,Hyperloop Ft. Green Velvet - S-Sound,6A,,2025-12-12 14:53:56
193,Atonal,Ilario Alicante,Figures & Echoes,Techno,MP3,17247505,429,2018,129.0,2021-10-10,0,Ilario Alicante - Atonal,1A,,2025-12-12 14:53:56
194,Awakened (Original Mix),Ilario Alicante,,Techno,MP3,17442685,430,2017,127.0,2021-10-10,0,Ilario Alicante - Awakened (Original Mix),5B,,2025-12-12 14:53:56
195,Figure of Ra,Ilario Alicante,Figures Echoes,Techno,MP3,17122303,427,0,128.0,2021-10-10,0,Ilario Alicante - Figure of Ra,12B,,2025-12-12 14:53:56
196,Vacaciones en Chile (Original Mix),Ilario Alicante,,Techno,MP3,23589293,589,0,127.0,2021-10-10,1,Ilario Alicante - Vacaciones en Chile (Original Mix),3A,,2025-12-12 14:53:56
197,Grenade (original Mix),Jack Back,,Tech House,MP3,12757162,301,0,124.0,2021-10-10,1,Jack Back - Grenade (Original Mix),6A,,2025-12-12 14:53:56
198,Bappi,"Jamie Jones, The Martinez Brothers",Bappi,Tech House,MP3,14181493,354,0,128.0,2021-10-10,1,"Jamie Jones, The Martinez Brothers - Bappi",12A,,2025-12-12 14:53:56
199,Acid or Techno,Jauz,The Wise and The Wicked,Techno,MP3,12120008,295,2018,130.0,2021-10-10,0,Jauz - Acid or Techno,8B,,2025-12-12 14:53:56
200,Resonance (Original Mix),Jay Lumen,Resonance,Techno,MP3,16808688,416,0,130.0,2021-10-10,3,Jay Lumen - Resonance (Original Mix),1A,,2025-12-12 14:53:56
201,Ozone (Original Mix),"Jay Lumen, Delph",Resonance,Techno,MP3,19607970,486,0,130.0,2021-10-10,2,"Jay Lumen, Delph - Ozone (Original Mix)",8A,Octopus Records,2025-12-12 14:53:56
202,If The Wind Could Speak (Tale Of Us Remix),Jean-Michel Jarre,,Melodic Techno,MP3,15723330,392,0,123.0,2021-10-10,1,Jean-Michel Jarre - If The Wind Could Speak (Tale Of Us Remix),9A,,2025-12-12 14:53:56
203,Let Me Feel (Original Mix),Jeremy Olander,,Progressive House,MP3,16042988,400,0,126.0,2021-10-10,0,Jeremy Olander - Let Me Feel (Original Mix),6B,,2025-12-12 14:53:56
204,Take You Higher (Original Mix),Joeski,,Tech House,MP3,15729348,379,0,124.0,2021-10-10,1,Joeski - Take You Higher (Original Mix),1A,,2025-12-12 14:53:56
205,Awake,Joseph Capriati,,Techno,MP3,22406288,558,0,124.0,2021-10-10,5,Joseph Capriati - Awake,8A,,2025-12-12 14:53:56
206,Galaxy Phase (Original Mix),Joyhauser,,Techno,MP3,17024240,424,2018,128.0,2021-10-10,3,Joyhauser - Galaxy Phase (Original Mix),8A,,2025-12-12 14:53:56
207,Hold Me To The Light (Tale Of Us Remix),KAS:ST,Hold Me To The Light,Melodic Techno,MP3,15991664,398,2019,126.0,2021-10-10,1,KAS ST - Hold Me To The Light (Tale Of Us Remix),10A,,2025-12-12 14:53:56
208,Muyè,"Keinemusik (Rampa, Adam Port, &ME)",You Are Safe,Afro House,MP3,18980610,470,2017,120.0,2021-10-10,2,"Keinemusik (Rampa, Adam Port, &Me) - Muyè",8A,,2025-12-12 14:53:56
209,Grey,Kölsch,Speicher 93,Tech House,MP3,11760089,293,0,125.0,2021-10-10,0,Kölsch - Grey,9A,,2025-12-12 14:53:56
210,Shoulder Of Giants,Kölsch,Shoulder Of Giants / Glypto,Melodic Techno,MP3,12040290,295,2020,125.0,2021-10-10,0,Kölsch - Shoulder Of Giants,6A,,2025-12-12 14:53:56
211,The Lights (Original Mix),"Kölsch, Sasha",,Melodic Techno,MP3,16100689,399,0,127.0,2021-10-10,0,"Kölsch, Sasha - The Lights (Original Mix)",6A,,2025-12-12 14:53:56
212,Let Me Try,"Kry Wolf, DJ Rae",,Tech House,MP3,13717652,342,0,124.0,2021-10-10,0,"Kry Wolf, DJ Rae - Let Me Try",11A,,2025-12-12 14:53:56
213,My People (Original Mix),Kydus,,Tech House,MP3,18846040,466,0,124.0,2021-10-10,1,Kydus - My People (Original Mix),1A,,2025-12-12 14:53:56
214,New York to Amsterdam (Original Mix),Layton Giordani,Phase II,Techno,MP3,16621377,410,0,128.0,2021-10-10,2,Layton Giordani - New York to Amsterdam (Original Mix),4A,Drumcode,2025-12-12 14:53:56
216,Holographic Universe (Original Mix),Leftwing : Kody,Altered Awareness - EP,Techno,MP3,20120771,497,2014,124.0,2021-10-10,1,Leftwing & Kody - Holographic Universe (Original Mix),4A,,2025-12-12 14:53:56
217,El Luchin (Victor Jara),Leo Rios,,"Deep Tech, Minimal",WAV,72004620,408,0,127.0,2021-10-10,2,Leo Rios - El Luchin (Victor Jara),7A,,2025-12-12 14:53:56
218,She's A Bitch,Lonely,Sonora,Tech House,MP3,16138493,402,0,124.0,2021-10-10,2,Lonely - She's A Bitch,7A,,2025-12-12 14:53:56
219,Midfield (Original Mix),"Luigi Madonna, Roberto Capuano",,Techno,MP3,18131714,449,0,125.0,2021-10-10,1,"Luigi Madonna, Roberto Capuano - Midfield (Original Mix)",10B,Second State,2025-12-12 14:53:56
220,When the Lights Are Out,Maceo Plex,,Melodic Techno,MP3,17823614,444,0,128.0,2021-10-10,0,Maceo Plex - When the Lights Are Out,8A,,2025-12-12 14:53:56
221,Contagious (Original mix),Malaa,Contagious - Single,Tech House,MP3,12188899,302,2017,123.0,2021-10-10,0,Malaa - Contagious (Original mix),5A,,2025-12-12 14:53:56
222,Venezia (Original Mix),Malandra Jr.,,Melodic Techno,MP3,15582515,388,2019,123.0,2021-10-10,1,Malandra Jr. - Venezia (Original Mix),9A,,2025-12-12 14:53:56
223,Sopaipillas Light (Original Mix),Marco Latrach,V.A: 1 Year Of Dood Records,Tech House,MP3,19075544,476,2013,123.0,2021-10-10,0,Marco Latrach - Sopaipillas Light (Original Mix),9A,,2025-12-12 14:53:56
224,Work It (Soulwax Remix),"Marie Davidson, Soulwax",,Tech House,MP3,11370955,282,2019,125.0,2021-10-10,1,"Marie Davidson, Soulwax - Work It (Soulwax Remix)",9B,,2025-12-12 14:53:56
225,Inocente (Original Mix),Mario Ochoa,,Techno,MP3,17445657,423,0,127.0,2021-10-10,0,Mario Ochoa - Inocente (Original Mix),4A,,2025-12-12 14:53:56
226,Azure (Original Mix),Mark Alow,,Melodic House,MP3,16615180,413,0,122.0,2021-10-10,1,Mark Alow - Azure (Original Mix),4A,,2025-12-12 14:53:56
227,Golden Tiger (Original),Mark Alow,,Organic House,MP3,18062342,447,0,122.0,2021-10-10,5,Mark Alow - Golden Tiger (Original Mix),9A,,2025-12-12 14:53:56
228,White Tusk (Original),Mark Alow,,Organic House,MP3,20957116,519,0,122.0,2021-10-10,1,Mark Alow - White Tusk (Original Mix),7A,,2025-12-12 14:53:56
229,Moving On (Original Mix),Mark Fanciulli,,Tech House,MP3,17300120,431,2018,125.0,2021-10-10,0,Mark Fanciulli - Moving On (Original Mix) [ClapCrate.me],8B,,2025-12-12 14:53:56
230,Your Love (Original Club Mix),Mark Knight,Your Love,House,MP3,16121738,400,0,125.0,2021-10-10,2,Mark Knight - Your Love (Original Club Mix),2A,,2025-12-12 14:53:56
231,Far Away (Original Mix),Mark Reeve,Far Away - DC187,Techno,MP3,15442386,385,2018,131.07,2021-10-10,3,Mark Reeve - Far Away (Original Mix),1A,,2025-12-12 14:53:56
232,Run Back (Original Mix),Mark Reeve,,Techno,MP3,17113815,427,0,126.0,2021-10-10,0,Mark Reeve - Run Back (Original Mix),11A,,2025-12-12 14:53:56
233,Woman of the Ghetto (Catz 'n Dogz Remix),"Marlena Shaw, Catz 'n Dogz",Woman of the Ghetto - Single,Tech House,MP3,14252548,356,0,124.0,2021-10-10,2,Marlena Shaw - Woman of the Ghetto (Catz 'n Dogz Remix),1A,,2025-12-12 14:53:56
234,Hooked (Extended),Martin Ikin,,Tech House,MP3,14139481,352,2019,126.0,2021-10-10,3,Martin Ikin - Hooked (Extended),4A,,2025-12-12 14:53:56
235,Love Stream (Original Mix) ,Mat.Joe,,House,MP3,16988708,423,0,124.0,2021-10-10,3,Mat.Joe - Love Stream (Original Mix),1A,,2025-12-12 14:53:56
236,Apollo 11 (Original Mix),"Matador, ARTBAT",Apollo 11,Techno,MP3,18852807,464,0,125.0,2021-10-10,4,"Matador, ARTBAT - Apollo 11 (Original Mix)",6A,,2025-12-12 14:53:56
237,22 (Original Mix),Mathame,,Melodic Techno,MP3,15177075,378,0,127.0,2021-10-10,1,Mathame - 22 (Original Mix),4A,,2025-12-12 14:53:56
238,Departure (Tale Of Us Intro Edit),Mathame,,Melodic Techno,MP3,15854162,395,0,125.29,2021-10-10,0,Mathame - Departure (Tale Of Us Intro Edit),9A,,2025-12-12 14:53:56
239,Fade In To You,Mathame,Nothing Around Us EP,Melodic Techno,MP3,15498047,387,0,124.0,2021-10-10,0,Mathame - Fade In To You (Original Mix),10A,,2025-12-12 14:53:56
240,Farewell (Original Mix),Mathame,Realm Of Consciousness Pt. IV,Melodic Techno,MP3,19448932,485,0,129.0,2021-10-10,0,Mathame - Farewell (Original Mix),6A,,2025-12-12 14:53:56
241,For Every Forever (Original Mix),Mathame,,Melodic Techno,MP3,15322404,382,0,128.0,2021-10-10,0,Mathame - For Every Forever (Original Mix),9A,,2025-12-12 14:53:56
242,Nothing Around Us Ft. Lyke (Original Mix),Mathame,,Melodic Techno,MP3,13878316,345,0,125.0,2021-10-10,0,Mathame - Nothing Around Us feat Lyke (Original Mix),3A,,2025-12-12 14:53:56
243,Skywalking (Original Mix),Mathame,,Melodic Techno,MP3,15043305,374,2019,127.0,2021-10-10,0,Mathame - Skywalking (Original Mix),6A,,2025-12-12 14:53:56
244,Stairway 3000 (Original Mix),Mathame,For Every Forever EP,Techno,MP3,18517140,453,0,127.0,2021-10-10,0,Mathame - Stairway 3000 (Original Mix),11A,,2025-12-12 14:53:56
245,Crack Body,Matt Sassari,Crack Body EP,Techno,MP3,14855604,369,0,126.0,2021-10-10,3,Matt Sassari - Crack Body,2A,,2025-12-12 14:53:56
246,Concrete,Matthias Tanzmann,,Tech House,MP3,15627344,388,0,124.0,2021-10-10,0,Matthias Tanzmann - Concrete,4A,,2025-12-12 14:53:56
247,Formanto (Original Mix),Max Chapman,Formanto,Tech House,MP3,16254663,398,0,126.0,2021-10-10,2,Max Chapman - Formanto (Original Mix),3A,Sola,2025-12-12 14:53:56
248,Got The Fire (Original Mix),Michael Bibi,,Tech House,MP3,16202150,403,0,124.0,2021-10-10,3,Michael Bibi - Got The Fire (Original Mix),4A,,2025-12-12 14:53:56
249,Hanging Tree (Original Mix),Michael Bibi,,Tech House,MP3,14962368,371,0,127.0,2021-10-10,4,Michael Bibi - Hanging Tree (Original Mix),8A,,2025-12-12 14:53:56
250,Love Away (Original Mix),Mihalis Safras,Love Away,Tech House,MP3,16666017,414,2018,125.0,2021-10-10,2,Mihalis Safras - Love Away (Original Mix),11A,Relief,2025-12-12 14:53:56
251,Gravity,Mind Against,Realm Of Consciousness,Melodic Techno,MP3,17977932,449,0,123.0,2021-10-10,0,Mind Against - Gravity,4A,,2025-12-12 14:53:56
252,Freeze (Original Mix),Mirco Caruso,,Tech House,MP3,18269254,456,2017,123.0,2021-10-10,0,Mirco Caruso - Freeze (Original Mix),1A,,2025-12-12 14:53:56
253,Bob (Original Mix),Monkey Safari,,Melodic House,MP3,22390260,559,0,125.0,2021-10-10,0,Monkey Safari - Bob (Original Mix),3A,,2025-12-12 14:53:56
254,Return to Oz (ARTBAT Remix),"Monolink, ARTBAT",,Melodic Techno,MP3,19209013,479,0,124.0,2021-10-10,0,Monolink - Return to Oz (ARTBAT Remix),7A,,2025-12-12 14:53:56
255,Swallow (Tale Of Us Remix),Monolink,,Melodic Techno,MP3,17872856,445,2018,124.0,2021-10-10,1,Monolink - Swallow (Tale Of Us Remix),11A,,2025-12-12 14:53:56
256,Casacorba,Neverdogs,Istrana,"Deep Tech, Minimal",MP3,18632290,460,2011,125.0,2021-10-10,3,Neverdogs - Casacorba,4A,,2025-12-12 14:53:56
257,Deep Like You (Vocal Mix),Neverdogs,Deep Like You,Deep House,MP3,18691693,465,2013,126.0,2021-10-10,0,Neverdogs - Deep Like You (Vocal Mix),5A,,2025-12-12 14:53:56
258,Week (Original Mix),Neverdogs,Week EP,"Deep Tech, Minimal",MP3,17108817,424,2014,123.0,2021-10-10,2,Neverdogs - Week (Original Mix),5A,,2025-12-12 14:53:56
259,Movin' On (Original Mix),Nic Fanciulli,,Tech House,MP3,17341756,433,0,125.0,2021-10-10,1,Nic Fanciulli - Movin' On (Original Mix),2A,,2025-12-12 14:53:56
260,Star (Original Mix),"Nic Fanciulli, Mark Fanciulli",,Tech House,MP3,16203944,403,0,125.0,2021-10-10,2,"Nic Fanciulli, Mark Fanciulli - Star (Original Mix)",8B,,2025-12-12 14:53:56
261,Solaris - Extended Mix,"Nico Morano, Jinadu",Solaris,Melodic House,MP3,15570545,388,0,120.0,2021-10-10,0,Nico Morano - Solaris (Extended Mix),4A,,2025-12-12 14:53:56
262,Love Someone Else,"Nicole Moudaber, Skunk Anansie",Love Someone Else (Nicole Moudaber vs. Skunk Anansie),Techno,MP3,17250153,430,0,124.0,2021-10-10,0,Nicole Moudaber - Love Someone Else,4B,,2025-12-12 14:53:56
263,Finder (Carl Cox Remix),Ninetoes,,Tech House,MP3,21230637,530,2018,126.0,2021-10-10,4,Ninetoes - Finder (Carl Cox Remix),9A,,2025-12-12 14:53:56
264,Finder (Original Mix),Ninetoes,,Deep House,MP3,14076146,351,0,121.01,2021-10-10,2,Ninetoes - Finder (Original Mix),9A,,2025-12-12 14:53:56
265,"Madretierra (TolinchiLove, Vitu Valera & Vazdra Remix)","Novalima, TolinchiLove, Vitu Valera & Vazdra",,House,MP3,16562310,410,2021,124.0,2021-10-10,1,"Novalima - Madretierra (TolinchiLove, Vitu Valera & Vazdra Remix)",9A,,2025-12-12 14:53:56
266,Touches (Mind Against Edit),"Nthng, Mind Against",,Techno,MP3,20990207,519,0,128.0,2021-10-10,0,Nthng - Touches (Mind Against Edit),7A,,2025-12-12 14:53:56
267,Who Loves The Sun (Original Mix),"Nu, Joke",Bar 25 - Greatest Hits,Afro House,MP3,23116160,562,0,120.0,2021-10-10,1,Nu Joke - Who Loves The Sun (Original Mix),2A,Bar 25 Music,2025-12-12 14:53:56
268,Flauta - Original Mix,OC Verde,Flauta EP,Techno,MP3,19246192,480,0,124.0,2021-10-10,1,OC Verde - Flauta (Original Mix),12A,,2025-12-12 14:53:56
269,Soldier (Club Mix),OFFAIAH,,Tech House,MP3,14387161,358,0,123.0,2021-10-10,2,OFFAIAH - Soldier (Club Mix),9A,,2025-12-12 14:53:56
270,Rotlicht,Oliver Huntemann,Propaganda,Techno,MP3,18859079,471,0,124.0,2021-10-10,3,Oliver Huntermann - Rotlicht,1A,,2025-12-12 14:53:56
271,Bipolar Star (Victor Ruiz Remix),"Olivier Giacomotto, Victor Ruiz",,Techno,MP3,18432991,460,2018,124.48,2021-10-10,2,Olivier Giacomotto - Bipolar Star (Victor Ruiz Remix),11A,,2025-12-12 14:53:56
272,Reste (Original Mix),"Olivier Giacomotto, Noir",,Melodic Techno,MP3,19711564,492,0,123.0,2021-10-10,0,"Olivier Giacomotto, Noir - Reste (Original Mix)",5A,,2025-12-12 14:53:56
273,Domino (Rework),Oxia,,Techno,MP3,18474423,459,0,126.0,2021-10-10,2,Oxia - Domino (Rework),5B,,2025-12-12 14:53:56
274,Altro Mondo,"Pablo Inzunza, Lonely",Rotary,Tech House,MP3,18797098,469,0,127.0,2021-10-10,1,"Pablo Inzunza, Lonely - Altro Mondo",7B,,2025-12-12 14:53:56
275,Lose Yourself,Pan-Pot,Solace,Techno,MP3,17090271,426,0,127.0,2021-10-10,0,Pan Pot - Lose Yourself,5A,,2025-12-12 14:53:56
276,Smoking I Wait (Ft. Sara Montiel),Paskman,,"Deep Tech, Minimal",MP3,10951661,273,2019,126.0,2021-10-10,2,Paskman - Smoking I  Wait (Ft. Sara Montiel),8A,,2025-12-12 14:53:56
277,Receiver (Original Mix),Patrice Baumel,,Techno,MP3,15985790,399,0,127.0,2021-10-10,1,Patrice Baumel - Receiver (Original Mix),7A,,2025-12-12 14:53:56
278,Roar (Adana Twins Remix),Patrice Baumel,,Melodic Techno,MP3,19823061,494,2018,123.0,2021-10-10,0,Patrice Baumel - Roar (Adana Twins Remix),3B,,2025-12-12 14:53:56
279,Be Sharp Say Nowt - Original Mix,Patrick Topping,Be Sharp Say Nowt,Tech House,MP3,17772633,444,0,126.0,2021-10-10,5,Patrick Topping - Be Sharp Say Nowt (Original Mix),4B,,2025-12-12 14:53:56
280,Forget (Original Mix),Patrick Topping,Boxed Off,Tech House,MP3,14946539,369,2014,123.0,2021-10-10,0,Patrick Topping - Forget (Original Mix),6A,,2025-12-12 14:53:56
281,When Is Now,"Patrick Topping, Green Velvet",Now,"Deep Tech, Minimal",MP3,12680535,315,2015,122.0,2021-10-10,2,"Patrick Topping, Green Velvet - When Is Now",1A,,2025-12-12 14:53:56
